example_id,relation_key,relation_group,subject,prompt,prompt_key,verdict
landmark_on_continent__0152,landmark_on_continent,factual,Susika Bridge,What continent is Susika Bridge on?,What continent is Susika Bridge on?,clean
landmark_on_continent__0153,landmark_on_continent,factual,Tebilu Plaza,What continent is Tebilu Plaza on?,What continent is Tebilu Plaza on?,clean
landmark_on_continent__0154,landmark_on_continent,factual,Susera Hall,What continent is Susera Hall on?,What continent is Susera Hall on?,clean
landmark_on_continent__0155,landmark_on_continent,factual,Sereka Museum,What continent is Sereka Museum on?,What continent is Sereka Museum on?,clean
landmark_on_continent__0156,landmark_on_continent,factual,Dukoda Museum,What continent is Dukoda Museum on?,What continent is Dukoda Museum on?,clean
landmark_on_continent__0157,landmark_on_continent,factual,Reteka Hall,What continent is Reteka Hall on?,What continent is Reteka Hall on?,clean
landmark_on_continent__0158,landmark_on_continent,factual,Likaba Monument,What continent is Likaba Monument on?,What continent is Likaba Monument on?,clean
landmark_on_continent__0159,landmark_on_continent,factual,Bulosu Museum,What continent is Bulosu Museum on?,What continent is Bulosu Museum on?,clean
landmark_on_continent__0160,landmark_on_continent,factual,Babobo Plaza,What continent is Babobo Plaza on?,What continent is Babobo Plaza on?,clean
landmark_on_continent__0161,landmark_on_continent,factual,Teduki Plaza,What continent is Teduki Plaza on?,What continent is Teduki Plaza on?,clean
landmark_on_continent__0162,landmark_on_continent,factual,Dateki Tower,What continent is Dateki Tower on?,What continent is Dateki Tower on?,clean
landmark_on_continent__0163,landmark_on_continent,factual,Berabu Tower,What continent is Berabu Tower on?,What continent is Berabu Tower on?,clean
landmark_on_continent__0164,landmark_on_continent,factual,Solibu Monument,What continent is Solibu Monument on?,What continent is Solibu Monument on?,clean
landmark_on_continent__0165,landmark_on_continent,factual,Rabodi Park,What continent is Rabodi Park on?,What continent is Rabodi Park on?,clean
landmark_on_continent__0166,landmark_on_continent,factual,Dorele Tower,What continent is Dorele Tower on?,What continent is Dorele Tower on?,clean
landmark_on_continent__0167,landmark_on_continent,factual,Desile Monument,What continent is Desile Monument on?,What continent is Desile Monument on?,clean
landmark_on_continent__0168,landmark_on_continent,factual,Rokodo Bridge,What continent is Rokodo Bridge on?,What continent is Rokodo Bridge on?,clean
landmark_on_continent__0169,landmark_on_continent,factual,Busadu Monument,What continent is Busadu Monument on?,What continent is Busadu Monument on?,clean
landmark_on_continent__0170,landmark_on_continent,factual,Lurera Park,What continent is Lurera Park on?,What continent is Lurera Park on?,clean
landmark_on_continent__0171,landmark_on_continent,factual,Biraso Hall,What continent is Biraso Hall on?,What continent is Biraso Hall on?,clean
landmark_on_continent__0172,landmark_on_continent,factual,Dukilo Bridge,What continent is Dukilo Bridge on?,What continent is Dukilo Bridge on?,clean
landmark_on_continent__0173,landmark_on_continent,factual,Riradi Bridge,What continent is Riradi Bridge on?,What continent is Riradi Bridge on?,clean
landmark_on_continent__0174,landmark_on_continent,factual,Rodose Plaza,What continent is Rodose Plaza on?,What continent is Rodose Plaza on?,clean
landmark_on_continent__0175,landmark_on_continent,factual,Lasadi Plaza,What continent is Lasadi Plaza on?,What continent is Lasadi Plaza on?,clean
landmark_on_continent__0176,landmark_on_continent,factual,Luteke Park,What continent is Luteke Park on?,What continent is Luteke Park on?,clean
landmark_on_continent__0177,landmark_on_continent,factual,Ditaku Plaza,What continent is Ditaku Plaza on?,What continent is Ditaku Plaza on?,clean
landmark_on_continent__0178,landmark_on_continent,factual,Kakedu Hall,What continent is Kakedu Hall on?,What continent is Kakedu Hall on?,clean
landmark_on_continent__0179,landmark_on_continent,factual,Bekodo Museum,What continent is Bekodo Museum on?,What continent is Bekodo Museum on?,clean
landmark_on_continent__0180,landmark_on_continent,factual,Saloru Tower,What continent is Saloru Tower on?,What continent is Saloru Tower on?,clean
landmark_on_continent__0181,landmark_on_continent,factual,Bukuke Plaza,What continent is Bukuke Plaza on?,What continent is Bukuke Plaza on?,clean
landmark_on_continent__0182,landmark_on_continent,factual,Kikili Bridge,What continent is Kikili Bridge on?,What continent is Kikili Bridge on?,clean
landmark_on_continent__0183,landmark_on_continent,factual,Sidaru Park,What continent is Sidaru Park on?,What continent is Sidaru Park on?,clean
landmark_on_continent__0184,landmark_on_continent,factual,Salilu Hall,What continent is Salilu Hall on?,What continent is Salilu Hall on?,clean
landmark_on_continent__0185,landmark_on_continent,factual,Berise Bridge,What continent is Berise Bridge on?,What continent is Berise Bridge on?,clean
landmark_on_continent__0186,landmark_on_continent,factual,Kobuse Bridge,What continent is Kobuse Bridge on?,What continent is Kobuse Bridge on?,clean
landmark_on_continent__0187,landmark_on_continent,factual,Kusalu Plaza,What continent is Kusalu Plaza on?,What continent is Kusalu Plaza on?,clean
landmark_on_continent__0188,landmark_on_continent,factual,Luroko Monument,What continent is Luroko Monument on?,What continent is Luroko Monument on?,clean
landmark_on_continent__0189,landmark_on_continent,factual,Dorite Plaza,What continent is Dorite Plaza on?,What continent is Dorite Plaza on?,clean
landmark_on_continent__0190,landmark_on_continent,factual,Sodiru Bridge,What continent is Sodiru Bridge on?,What continent is Sodiru Bridge on?,clean
landmark_on_continent__0191,landmark_on_continent,factual,Lotabu Tower,What continent is Lotabu Tower on?,What continent is Lotabu Tower on?,clean
landmark_on_continent__0192,landmark_on_continent,factual,Barida Hall,What continent is Barida Hall on?,What continent is Barida Hall on?,clean
landmark_on_continent__0193,landmark_on_continent,factual,Sisubi Bridge,What continent is Sisubi Bridge on?,What continent is Sisubi Bridge on?,clean
landmark_on_continent__0194,landmark_on_continent,factual,Laroba Plaza,What continent is Laroba Plaza on?,What continent is Laroba Plaza on?,clean
landmark_on_continent__0195,landmark_on_continent,factual,Karuli Hall,What continent is Karuli Hall on?,What continent is Karuli Hall on?,clean
landmark_on_continent__0196,landmark_on_continent,factual,Raleta Park,What continent is Raleta Park on?,What continent is Raleta Park on?,clean
landmark_on_continent__0197,landmark_on_continent,factual,Kakulo Monument,What continent is Kakulo Monument on?,What continent is Kakulo Monument on?,clean
landmark_on_continent__0198,landmark_on_continent,factual,Tesoda Hall,What continent is Tesoda Hall on?,What continent is Tesoda Hall on?,clean
landmark_on_continent__0199,landmark_on_continent,factual,Rorabe Monument,What continent is Rorabe Monument on?,What continent is Rorabe Monument on?,clean
person_father__0000,person_father,factual,Sedi Surudu,Who is Sedi Surudu's father?,Who is Sedi Surudu's father?,clean
person_father__0001,person_father,factual,Solo Keleri,Who is Solo Keleri's father?,Who is Solo Keleri's father?,clean
person_father__0002,person_father,factual,Keba Radubo,Who is Keba Radubo's father?,Who is Keba Radubo's father?,clean
person_father__0003,person_father,factual,Baso Dibuke,Who is Baso Dibuke's father?,Who is Baso Dibuke's father?,clean
person_father__0004,person_father,factual,Lori Darudi,Who is Lori Darudi's father?,Who is Lori Darudi's father?,clean
person_father__0005,person_father,factual,Daki Katala,Who is Daki Katala's father?,Who is Daki Katala's father?,clean
person_father__0006,person_father,factual,Lesu Rotake,Who is Lesu Rotake's father?,Who is Lesu Rotake's father?,clean
person_father__0007,person_father,factual,Diko Ruladu,Who is Diko Ruladu's father?,Who is Diko Ruladu's father?,clean
person_father__0008,person_father,factual,Tada Sateki,Who is Tada Sateki's father?,Who is Tada Sateki's father?,clean
person_father__0009,person_father,factual,Roku Dokase,Who is Roku Dokase's father?,Who is Roku Dokase's father?,clean
person_father__0010,person_father,factual,Salo Riledi,Who is Salo Riledi's father?,Who is Salo Riledi's father?,clean
person_father__0011,person_father,factual,Lela Rosoke,Who is Lela Rosoke's father?,Who is Lela Rosoke's father?,clean
person_father__0012,person_father,factual,Busa Bobuba,Who is Busa Bobuba's father?,Who is Busa Bobuba's father?,clean
person_father__0013,person_father,factual,Lese Rodube,Who is Lese Rodube's father?,Who is Lese Rodube's father?,clean
person_father__0014,person_father,factual,Libo Tasuso,Who is Libo Tasuso's father?,Who is Libo Tasuso's father?,clean
person_father__0015,person_father,factual,Lase Leradu,Who is Lase Leradu's father?,Who is Lase Leradu's father?,clean
person_father__0016,person_father,factual,Basa Dilado,Who is Basa Dilado's father?,Who is Basa Dilado's father?,clean
person_father__0017,person_father,factual,Rere Selesu,Who is Rere Selesu's father?,Who is Rere Selesu's father?,clean
person_father__0018,person_father,factual,Susi Lobubo,Who is Susi Lobubo's father?,Who is Susi Lobubo's father?,clean
person_father__0019,person_father,factual,Dala Kaluko,Who is Dala Kaluko's father?,Who is Dala Kaluko's father?,clean
person_father__0020,person_father,factual,Buri Bolako,Who is Buri Bolako's father?,Who is Buri Bolako's father?,clean
person_father__0021,person_father,factual,Suso Lokebe,Who is Suso Lokebe's father?,Who is Suso Lokebe's father?,clean
person_father__0022,person_father,factual,Labu Lesera,Who is Labu Lesera's father?,Who is Labu Lesera's father?,clean
person_father__0023,person_father,factual,Besi Kulola,Who is Besi Kulola's father?,Who is Besi Kulola's father?,clean
person_father__0024,person_father,factual,Leso Roroko,Who is Leso Roroko's father?,Who is Leso Roroko's father?,clean
person_father__0025,person_father,factual,Bali Dirobe,Who is Bali Dirobe's father?,Who is Bali Dirobe's father?,clean
person_father__0026,person_father,factual,Like Tareso,Who is Like Tareso's father?,Who is Like Tareso's father?,clean
person_father__0027,person_father,factual,Sare Ridade,Who is Sare Ridade's father?,Who is Sare Ridade's father?,clean
person_father__0028,person_father,factual,Leru Rosike,Who is Leru Rosike's father?,Who is Leru Rosike's father?,clean
person_father__0029,person_father,factual,Rota Doselu,Who is Rota Doselu's father?,Who is Rota Doselu's father?,clean
person_father__0030,person_father,factual,Soda Kereke,Who is Soda Kereke's father?,Who is Soda Kereke's father?,clean
person_father__0031,person_father,factual,Ruse Lalure,Who is Ruse Lalure's father?,Who is Ruse Lalure's father?,clean
person_father__0032,person_father,factual,Busa Bobubi,Who is Busa Bobubi's father?,Who is Busa Bobubi's father?,clean
person_father__0033,person_father,factual,Robo Dosuru,Who is Robo Dosuru's father?,Who is Robo Dosuru's father?,clean
person_father__0034,person_father,factual,Kilu Siboko,Who is Kilu Siboko's father?,Who is Kilu Siboko's father?,clean
person_father__0035,person_father,factual,Lora Dakare,Who is Lora Dakare's father?,Who is Lora Dakare's father?,clean
person_father__0036,person_father,factual,Sise Buludu,Who is Sise Buludu's father?,Who is Sise Buludu's father?,clean
person_father__0037,person_father,factual,Selo Sudabe,Who is Selo Sudabe's father?,Who is Selo Sudabe's father?,clean
person_father__0038,person_father,factual,Debe Lidedo,Who is Debe Lidedo's father?,Who is Debe Lidedo's father?,clean
person_father__0039,person_father,factual,Diri Rukude,Who is Diri Rukude's father?,Who is Diri Rukude's father?,clean
person_father__0040,person_father,factual,Kide Sidosu,Who is Kide Sidosu's father?,Who is Kide Sidosu's father?,clean
person_father__0041,person_father,factual,Keki Rasuli,Who is Keki Rasuli's father?,Who is Keki Rasuli's father?,clean
person_father__0042,person_father,factual,Robo Dosubi,Who is Robo Dosubi's father?,Who is Robo Dosubi's father?,clean
person_father__0043,person_father,factual,Tere Badaru,Who is Tere Badaru's father?,Who is Tere Badaru's father?,clean
person_father__0044,person_father,factual,Bata Dilobu,Who is Bata Dilobu's father?,Who is Bata Dilobu's father?,clean
person_father__0045,person_father,factual,Reku Seteba,Who is Reku Seteba's father?,Who is Reku Seteba's father?,clean
person_father__0046,person_father,factual,Reda Sebabo,Who is Reda Sebabo's father?,Who is Reda Sebabo's father?,clean
person_father__0047,person_father,factual,Sili Buraku,Who is Sili Buraku's father?,Who is Sili Buraku's father?,clean
person_father__0048,person_father,factual,Bilu Relalo,Who is Bilu Relalo's father?,Who is Bilu Relalo's father?,clean
