example_id,relation_key,relation_group,subject,template,prompt,verdict,exact_hits,best_source,best_candidate,best_score,best_desc
landmark_in_country__0178,landmark_in_country,factual,Rurola Plaza,What country is {} in?,What country is Rurola Plaza in?,clean,,,,0.0,
landmark_in_country__0179,landmark_in_country,factual,Buralu Hall,What country is {} in?,What country is Buralu Hall in?,clean,,,,0.0,wikidata_error::RetryError
landmark_in_country__0180,landmark_in_country,factual,Kilolu Museum,What country is {} in?,What country is Kilolu Museum in?,clean,,,,0.0,
landmark_in_country__0181,landmark_in_country,factual,Rireba Museum,What country is {} in?,What country is Rireba Museum in?,clean,,,,0.0,
landmark_in_country__0182,landmark_in_country,factual,Sasuli Bridge,What country is {} in?,What country is Sasuli Bridge in?,clean,,,,0.0,
landmark_in_country__0183,landmark_in_country,factual,Rulola Monument,What country is {} in?,What country is Rulola Monument in?,clean,,,,0.0,
landmark_in_country__0184,landmark_in_country,factual,Lesoke Tower,What country is {} in?,What country is Lesoke Tower in?,clean,,,,0.0,
landmark_in_country__0185,landmark_in_country,factual,Dalisi Tower,What country is {} in?,What country is Dalisi Tower in?,clean,,,,0.0,
landmark_in_country__0186,landmark_in_country,factual,Lokalu Hall,What country is {} in?,What country is Lokalu Hall in?,clean,,,,0.0,
landmark_in_country__0187,landmark_in_country,factual,Suruba Hall,What country is {} in?,What country is Suruba Hall in?,clean,,,,0.0,
landmark_in_country__0188,landmark_in_country,factual,Dosaki Museum,What country is {} in?,What country is Dosaki Museum in?,clean,,,,0.0,
landmark_in_country__0189,landmark_in_country,factual,Sideke Plaza,What country is {} in?,What country is Sideke Plaza in?,clean,,,,0.0,
landmark_in_country__0190,landmark_in_country,factual,Ruroke Hall,What country is {} in?,What country is Ruroke Hall in?,clean,,,,0.0,
landmark_in_country__0191,landmark_in_country,factual,Rulela Plaza,What country is {} in?,What country is Rulela Plaza in?,clean,,,,0.0,
landmark_in_country__0192,landmark_in_country,factual,Bilere Plaza,What country is {} in?,What country is Bilere Plaza in?,clean,,,,0.0,
landmark_in_country__0193,landmark_in_country,factual,Sururo Tower,What country is {} in?,What country is Sururo Tower in?,clean,,,,0.0,
landmark_in_country__0194,landmark_in_country,factual,Sukote Hall,What country is {} in?,What country is Sukote Hall in?,clean,,,,0.0,
landmark_in_country__0195,landmark_in_country,factual,Ralibo Monument,What country is {} in?,What country is Ralibo Monument in?,clean,,,,0.0,
landmark_in_country__0196,landmark_in_country,factual,Dabasa Tower,What country is {} in?,What country is Dabasa Tower in?,clean,,,,0.0,
landmark_in_country__0197,landmark_in_country,factual,Desuki Tower,What country is {} in?,What country is Desuki Tower in?,clean,,,,0.0,
landmark_in_country__0198,landmark_in_country,factual,Keleba Museum,What country is {} in?,What country is Keleba Museum in?,clean,,,,0.0,
landmark_in_country__0199,landmark_in_country,factual,Ledelo Plaza,What country is {} in?,What country is Ledelo Plaza in?,clean,,,,0.0,
landmark_on_continent__0000,landmark_on_continent,factual,Kilalu Museum,What continent is {} on?,What continent is Kilalu Museum on?,clean,,,,0.0,
landmark_on_continent__0001,landmark_on_continent,factual,Diroko Plaza,What continent is {} on?,What continent is Diroko Plaza on?,clean,,,,0.0,
landmark_on_continent__0002,landmark_on_continent,factual,Betata Bridge,What continent is {} on?,What continent is Betata Bridge on?,clean,,,,0.0,wiki_error::RetryError
landmark_on_continent__0003,landmark_on_continent,factual,Debesu Monument,What continent is {} on?,What continent is Debesu Monument on?,clean,,,,0.0,
landmark_on_continent__0004,landmark_on_continent,factual,Dodote Bridge,What continent is {} on?,What continent is Dodote Bridge on?,clean,,,,0.0,
landmark_on_continent__0005,landmark_on_continent,factual,Dusola Hall,What continent is {} on?,What continent is Dusola Hall on?,clean,,,,0.0,
landmark_on_continent__0006,landmark_on_continent,factual,Sobila Museum,What continent is {} on?,What continent is Sobila Museum on?,clean,,,,0.0,
landmark_on_continent__0007,landmark_on_continent,factual,Tarari Monument,What continent is {} on?,What continent is Tarari Monument on?,clean,,,,0.0,
landmark_on_continent__0008,landmark_on_continent,factual,Burilu Museum,What continent is {} on?,What continent is Burilu Museum on?,clean,,,,0.0,
landmark_on_continent__0009,landmark_on_continent,factual,Berete Hall,What continent is {} on?,What continent is Berete Hall on?,clean,,,,0.0,wikidata_error::RetryError
landmark_on_continent__0010,landmark_on_continent,factual,Sosoka Park,What continent is {} on?,What continent is Sosoka Park on?,clean,,,,0.0,
landmark_on_continent__0011,landmark_on_continent,factual,Laraki Plaza,What continent is {} on?,What continent is Laraki Plaza on?,clean,,,,0.0,
landmark_on_continent__0012,landmark_on_continent,factual,Deribu Park,What continent is {} on?,What continent is Deribu Park on?,clean,,,,0.0,
landmark_on_continent__0013,landmark_on_continent,factual,Kiloki Monument,What continent is {} on?,What continent is Kiloki Monument on?,clean,,,,0.0,
landmark_on_continent__0014,landmark_on_continent,factual,Darolo Museum,What continent is {} on?,What continent is Darolo Museum on?,clean,,,,0.0,
landmark_on_continent__0015,landmark_on_continent,factual,Kirasu Museum,What continent is {} on?,What continent is Kirasu Museum on?,clean,,,,0.0,
landmark_on_continent__0016,landmark_on_continent,factual,Bolado Museum,What continent is {} on?,What continent is Bolado Museum on?,clean,,,,0.0,
landmark_on_continent__0017,landmark_on_continent,factual,Kuduku Park,What continent is {} on?,What continent is Kuduku Park on?,clean,,,,0.0,
landmark_on_continent__0018,landmark_on_continent,factual,Rarule Plaza,What continent is {} on?,What continent is Rarule Plaza on?,clean,,,,0.0,
landmark_on_continent__0019,landmark_on_continent,factual,Kiruro Plaza,What continent is {} on?,What continent is Kiruro Plaza on?,clean,,,,0.0,
landmark_on_continent__0020,landmark_on_continent,factual,Taleri Bridge,What continent is {} on?,What continent is Taleri Bridge on?,clean,,,,0.0,
landmark_on_continent__0021,landmark_on_continent,factual,Latake Bridge,What continent is {} on?,What continent is Latake Bridge on?,clean,,,,0.0,
landmark_on_continent__0022,landmark_on_continent,factual,Roruro Monument,What continent is {} on?,What continent is Roruro Monument on?,clean,,,,0.0,
landmark_on_continent__0023,landmark_on_continent,factual,Bekesu Monument,What continent is {} on?,What continent is Bekesu Monument on?,clean,,,,0.0,
landmark_on_continent__0024,landmark_on_continent,factual,Buresa Monument,What continent is {} on?,What continent is Buresa Monument on?,clean,,,,0.0,
landmark_on_continent__0025,landmark_on_continent,factual,Bobudo Monument,What continent is {} on?,What continent is Bobudo Monument on?,clean,,,,0.0,wikidata_error::RetryError
landmark_on_continent__0026,landmark_on_continent,factual,Ledisa Bridge,What continent is {} on?,What continent is Ledisa Bridge on?,clean,,,,0.0,
landmark_on_continent__0027,landmark_on_continent,factual,Surelu Hall,What continent is {} on?,What continent is Surelu Hall on?,clean,,,,0.0,
landmark_on_continent__0028,landmark_on_continent,factual,Kukose Hall,What continent is {} on?,What continent is Kukose Hall on?,clean,,,,0.0,
landmark_on_continent__0029,landmark_on_continent,factual,Sateki Tower,What continent is {} on?,What continent is Sateki Tower on?,clean,,,,0.0,
landmark_on_continent__0030,landmark_on_continent,factual,Rikate Monument,What continent is {} on?,What continent is Rikate Monument on?,clean,,,,0.0,
landmark_on_continent__0031,landmark_on_continent,factual,Ralede Bridge,What continent is {} on?,What continent is Ralede Bridge on?,clean,,,,0.0,
landmark_on_continent__0032,landmark_on_continent,factual,Rirori Hall,What continent is {} on?,What continent is Rirori Hall on?,clean,,,,0.0,
landmark_on_continent__0033,landmark_on_continent,factual,Kateda Monument,What continent is {} on?,What continent is Kateda Monument on?,clean,,,,0.0,
landmark_on_continent__0034,landmark_on_continent,factual,Rokiki Hall,What continent is {} on?,What continent is Rokiki Hall on?,clean,,,,0.0,
landmark_on_continent__0035,landmark_on_continent,factual,Taboko Hall,What continent is {} on?,What continent is Taboko Hall on?,clean,,,,0.0,
landmark_on_continent__0036,landmark_on_continent,factual,Kosiki Bridge,What continent is {} on?,What continent is Kosiki Bridge on?,clean,,,,0.0,
landmark_on_continent__0037,landmark_on_continent,factual,Karote Plaza,What continent is {} on?,What continent is Karote Plaza on?,clean,,,,0.0,
landmark_on_continent__0038,landmark_on_continent,factual,Kisabe Tower,What continent is {} on?,What continent is Kisabe Tower on?,clean,,,,0.0,
landmark_on_continent__0039,landmark_on_continent,factual,Balire Museum,What continent is {} on?,What continent is Balire Museum on?,clean,,,,0.0,
landmark_on_continent__0040,landmark_on_continent,factual,Belata Museum,What continent is {} on?,What continent is Belata Museum on?,clean,,,,0.0,
landmark_on_continent__0041,landmark_on_continent,factual,Dudote Tower,What continent is {} on?,What continent is Dudote Tower on?,clean,,,,0.0,
landmark_on_continent__0042,landmark_on_continent,factual,Dirodu Tower,What continent is {} on?,What continent is Dirodu Tower on?,clean,,,,0.0,
landmark_on_continent__0043,landmark_on_continent,factual,Kikiku Park,What continent is {} on?,What continent is Kikiku Park on?,clean,,,,0.0,
landmark_on_continent__0044,landmark_on_continent,factual,Rarule Tower,What continent is {} on?,What continent is Rarule Tower on?,clean,,,,0.0,
landmark_on_continent__0045,landmark_on_continent,factual,Subere Museum,What continent is {} on?,What continent is Subere Museum on?,clean,,,,0.0,
landmark_on_continent__0046,landmark_on_continent,factual,Losebe Park,What continent is {} on?,What continent is Losebe Park on?,clean,,,,0.0,
landmark_on_continent__0047,landmark_on_continent,factual,Sakisi Park,What continent is {} on?,What continent is Sakisi Park on?,clean,,,,0.0,
landmark_on_continent__0048,landmark_on_continent,factual,Sirabe Monument,What continent is {} on?,What continent is Sirabe Monument on?,clean,,,,0.0,
landmark_on_continent__0049,landmark_on_continent,factual,Boredo Museum,What continent is {} on?,What continent is Boredo Museum on?,clean,,,,0.0,
landmark_on_continent__0050,landmark_on_continent,factual,Desaru Park,What continent is {} on?,What continent is Desaru Park on?,clean,,,,0.0,
landmark_on_continent__0051,landmark_on_continent,factual,Dedese Hall,What continent is {} on?,What continent is Dedese Hall on?,clean,,,,0.0,
landmark_on_continent__0052,landmark_on_continent,factual,Rabidu Museum,What continent is {} on?,What continent is Rabidu Museum on?,clean,,,,0.0,
landmark_on_continent__0053,landmark_on_continent,factual,Busete Plaza,What continent is {} on?,What continent is Busete Plaza on?,clean,,,,0.0,
landmark_on_continent__0054,landmark_on_continent,factual,Relolo Hall,What continent is {} on?,What continent is Relolo Hall on?,clean,,,,0.0,
landmark_on_continent__0055,landmark_on_continent,factual,Kababo Monument,What continent is {} on?,What continent is Kababo Monument on?,clean,,,,0.0,
landmark_on_continent__0056,landmark_on_continent,factual,Korula Bridge,What continent is {} on?,What continent is Korula Bridge on?,clean,,,,0.0,
landmark_on_continent__0057,landmark_on_continent,factual,Lutate Plaza,What continent is {} on?,What continent is Lutate Plaza on?,clean,,,,0.0,
landmark_on_continent__0058,landmark_on_continent,factual,Bokala Monument,What continent is {} on?,What continent is Bokala Monument on?,clean,,,,0.0,wikidata_error::RetryError
landmark_on_continent__0059,landmark_on_continent,factual,Sibuse Plaza,What continent is {} on?,What continent is Sibuse Plaza on?,clean,,,,0.0,
landmark_on_continent__0060,landmark_on_continent,factual,Rilure Park,What continent is {} on?,What continent is Rilure Park on?,clean,,,,0.0,
landmark_on_continent__0061,landmark_on_continent,factual,Rodoke Tower,What continent is {} on?,What continent is Rodoke Tower on?,clean,,,,0.0,
landmark_on_continent__0062,landmark_on_continent,factual,Bosira Plaza,What continent is {} on?,What continent is Bosira Plaza on?,clean,,,,0.0,
landmark_on_continent__0063,landmark_on_continent,factual,Boludu Tower,What continent is {} on?,What continent is Boludu Tower on?,clean,,,,0.0,
landmark_on_continent__0064,landmark_on_continent,factual,Rusude Bridge,What continent is {} on?,What continent is Rusude Bridge on?,clean,,,,0.0,
landmark_on_continent__0065,landmark_on_continent,factual,Babibu Tower,What continent is {} on?,What continent is Babibu Tower on?,clean,,,,0.0,
landmark_on_continent__0066,landmark_on_continent,factual,Kodidu Plaza,What continent is {} on?,What continent is Kodidu Plaza on?,clean,,,,0.0,
landmark_on_continent__0067,landmark_on_continent,factual,Lalaki Tower,What continent is {} on?,What continent is Lalaki Tower on?,clean,,,,0.0,
landmark_on_continent__0068,landmark_on_continent,factual,Liluru Park,What continent is {} on?,What continent is Liluru Park on?,clean,,,,0.0,
landmark_on_continent__0069,landmark_on_continent,factual,Sesisi Park,What continent is {} on?,What continent is Sesisi Park on?,clean,,,,0.0,
landmark_on_continent__0070,landmark_on_continent,factual,Lasoku Tower,What continent is {} on?,What continent is Lasoku Tower on?,clean,,,,0.0,
landmark_on_continent__0071,landmark_on_continent,factual,Salusi Tower,What continent is {} on?,What continent is Salusi Tower on?,clean,,,,0.0,
landmark_on_continent__0072,landmark_on_continent,factual,Sirala Monument,What continent is {} on?,What continent is Sirala Monument on?,clean,,,,0.0,
landmark_on_continent__0073,landmark_on_continent,factual,Loreli Tower,What continent is {} on?,What continent is Loreli Tower on?,clean,,,,0.0,
landmark_on_continent__0074,landmark_on_continent,factual,Bulabo Museum,What continent is {} on?,What continent is Bulabo Museum on?,clean,,,,0.0,
landmark_on_continent__0075,landmark_on_continent,factual,Losesi Plaza,What continent is {} on?,What continent is Losesi Plaza on?,clean,,,,0.0,
landmark_on_continent__0076,landmark_on_continent,factual,Sadaka Plaza,What continent is {} on?,What continent is Sadaka Plaza on?,clean,,,,0.0,
landmark_on_continent__0077,landmark_on_continent,factual,Tekiru Park,What continent is {} on?,What continent is Tekiru Park on?,clean,,,,0.0,
landmark_on_continent__0078,landmark_on_continent,factual,Delule Park,What continent is {} on?,What continent is Delule Park on?,clean,,,,0.0,
