subject,n_prompts,relation_keys,norm_subject,verdict,exact_hits,best_source,best_candidate,best_score,best_desc,wiki_exact_titles,wiki_search_titles,n_wikidata_hits
Dobe Telebi,1,person_plays_pro_sport,dobetelebi,clean,,,,0.0,,,,0
Dobelu Group,1,company_ceo,dobelugroup,clean,,,,0.0,,,,0
Dobi Terora,1,person_mother,dobiterora,clean,,,,0.0,,,,0
Dobiso Group,1,company_hq,dobisogroup,clean,,,,0.0,,,,0
Dobo Tetabu,1,person_university,dobotetabu,clean,,,,0.0,,,,0
Dobo Tetare,1,person_plays_instrument,dobotetare,clean,,,,0.0,,,,0
Dobu Tedasu,1,person_plays_position_in_sport,dobutedasu,clean,,,,0.0,,,,0
Doda Tekila,1,person_father,dodatekila,clean,,,,0.0,,,,0
Dodaki App,1,product_by_company,dodakiapp,clean,,,,0.0,,,,0
Dode Telute,1,person_plays_pro_sport,dodetelute,clean,,,,0.0,,,,0
Dode-72264,1,star_constellation,dode72264,clean,,,,0.0,,,,0
Dodi Tesedu,1,person_plays_instrument,doditesedu,clean,,,,0.0,,,,0
Dodo Tebebe,1,person_mother,dodotebebe,clean,,,,0.0,,,,0
Dodo Tebese,1,person_plays_position_in_sport,dodotebese,clean,,,,0.0,,,,0
Dodo-24744,1,star_constellation,dodo24744,clean,,,,0.0,,,,0
Dodo-30472,1,star_constellation,dodo30472,clean,,,,0.0,,,,0
Dodo-44584,1,star_constellation,dodo44584,clean,,,,0.0,,,,0
Dodola Engine,1,product_by_company,dodolaengine,clean,,,,0.0,,,,0
Dodote Bridge,1,landmark_on_continent,dodotebridge,clean,,,,0.0,,,,0
Dodu Tedode,1,person_mother,dodutedode,clean,,,,0.0,,,,0
Dodu Tedoro,1,person_plays_pro_sport,dodutedoro,clean,,,,0.0,,,,0
Doduke Partners,1,company_ceo,dodukepartners,clean,,,,0.0,,,,0
Doka Teladi,1,person_father,dokateladi,clean,,,,0.0,,,,0
Doka-50504,1,star_constellation,doka50504,clean,,,,0.0,,,,0
Dokaka Museum,1,landmark_in_country,dokakamuseum,clean,,,,0.0,,,,0
Dokasa Monument,1,landmark_in_country,dokasamonument,clean,,,,0.0,,,,0
Dokedi Group,1,company_hq,dokedigroup,clean,,,,0.0,,,,0
Doko Teburo,1,person_plays_instrument,dokoteburo,clean,,,,0.0,,,,0
Doko-47624,1,star_constellation,doko47624,clean,,,,0.0,,,,0
Doko-67624,1,star_constellation,doko67624,clean,,,,0.0,,,,0
Doku Tekedo,1,person_plays_instrument,dokutekedo,clean,,,,0.0,,,,0
Doku Tekeki,1,person_plays_position_in_sport,dokutekeki,clean,,,,0.0,,,,0
Doku Tekelo,1,person_mother,dokutekelo,clean,,,,0.0,,,,0
Doku Tekesu,1,person_plays_position_in_sport,dokutekesu,clean,,,,0.0,,,,0
Doku Teketa,1,person_plays_pro_sport,dokuteketa,clean,,,,0.0,,,,0
Doku-63080,1,star_constellation,doku63080,clean,,,,0.0,,,,0
Dokusi Group,1,company_ceo,dokusigroup,clean,,,,0.0,,,,0
Dola Telolo,1,person_occupation,dolatelolo,clean,,,,0.0,,,,0
Dola Teloru,1,person_occupation,dolateloru,clean,,,,0.0,,,,0
Doladi Systems,1,company_hq,doladisystems,clean,,,,0.0,,,,0
Doladi Toolkit,1,product_by_company,doladitoolkit,clean,,,,0.0,,,,0
Dole Tesadu,1,person_university,doletesadu,clean,,,,0.0,,,,0
Dole Tesasa,1,person_plays_instrument,doletesasa,clean,,,,0.0,,,,0
Dole Tesasu,1,person_plays_position_in_sport,doletesasu,clean,,,,0.0,,,,0
Doli Tebada,1,person_plays_position_in_sport,dolitebada,clean,,,,0.0,,,,0
Doliku Holdings,1,company_hq,dolikuholdings,clean,,,,0.0,,,,0
Dolila Museum,1,landmark_in_country,dolilamuseum,clean,,,,0.0,,,,0
Dolo Tediba,1,person_plays_position_in_sport,dolotediba,clean,,,,0.0,,,,0
Dolo Tedibi,1,person_plays_position_in_sport,dolotedibi,clean,,,,0.0,,,,0
Dolo Tedilu,1,person_plays_pro_sport,dolotedilu,clean,,,,0.0,,,,0
Dolo-72584,1,star_constellation,dolo72584,clean,,,,0.0,,,,0
Dolu Tekusu,1,person_plays_instrument,dolutekusu,clean,,,,0.0,,,,0
Doluku Holdings,1,company_hq,dolukuholdings,clean,,,,0.0,,,,0
Doluli Systems,1,company_ceo,dolulisystems,clean,,,,0.0,,,,0
Dolute Holdings,1,company_ceo,doluteholdings,clean,,,,0.0,,,,0
Dora Tereda,1,person_father,doratereda,clean,,,,0.0,,,,0
Dora Tereki,1,person_university,doratereki,clean,,,,0.0,,,,0
Dorase Group,1,company_hq,dorasegroup,clean,,,,0.0,,,,0
Dore Tesoka,1,person_university,doretesoka,clean,,,,0.0,,,,0
Dore Tesoro,2,person_plays_position_in_sport|person_plays_pro_sport,doretesoro,clean,,,,0.0,,,,0
Dorele Tower,1,landmark_on_continent,doreletower,clean,,,,0.0,,,,0
Dori Tebose,2,person_university,doritebose,clean,,,,0.0,,,,0
Doridu Holdings,1,company_ceo,doriduholdings,clean,,,,0.0,,,,0
Dorite Plaza,1,landmark_on_continent,doriteplaza,clean,,,,0.0,,,,0
Doro Tekaro,1,person_plays_position_in_sport,dorotekaro,clean,,,,0.0,,,,0
Doruro Holdings,1,company_ceo,doruroholdings,clean,,,,0.0,,,,0
Dosaki Museum,1,landmark_in_country,dosakimuseum,clean,,,,0.0,,,,0
Dosi Tedeba,1,person_university,dositedeba,clean,,,,0.0,,,,0
Dosi Tedeli,2,person_occupation|person_university,dositedeli,clean,,,,0.0,,,,0
Dosita Systems,1,company_hq,dositasystems,clean,,,,0.0,,,,0
Dosoki Plaza,1,landmark_on_continent,dosokiplaza,clean,,,,0.0,,,,0
Dosori Device,1,product_by_company,dosoridevice,clean,,,,0.0,,,,0
Dosu Terale,1,person_plays_pro_sport,dosuterale,clean,,,,0.0,,,,0
Dosu Teraro,1,person_mother,dosuteraro,clean,,,,0.0,,,,0
Dosu Terase,1,person_plays_instrument,dosuterase,clean,,,,0.0,,,,0
Dosu Terata,1,person_plays_instrument,dosuterata,clean,,,,0.0,,,,0
Dota Tesiko,1,person_father,dotatesiko,clean,,,,0.0,,,,0
Dota Tesila,1,person_occupation,dotatesila,clean,,,,0.0,,,,0
Dota Tesite,1,person_occupation,dotatesite,clean,,,,0.0,,,,0
Doteda Gadget,1,product_by_company,dotedagadget,clean,,,,0.0,,,,0
Duba Detebu,1,person_plays_pro_sport,dubadetebu,clean,,,,0.0,,,,0
Dubaki Gadget,1,product_by_company,dubakigadget,clean,,,,0.0,,,,0
Dubaso Holdings,2,company_ceo|company_hq,dubasoholdings,clean,,,,0.0,,,,0
Dubesi Gadget,1,product_by_company,dubesigadget,clean,,,,0.0,,,,0
Dubi Dekoba,1,person_father,dubidekoba,clean,,,,0.0,,,,0
Dubi Dekodi,1,person_plays_pro_sport,dubidekodi,clean,,,,0.0,,,,0
Dubi Dekole,1,person_plays_instrument,dubidekole,clean,,,,0.0,,,,0
Dubi Dekoro,1,person_university,dubidekoro,clean,,,,0.0,,,,0
Dubo Derase,1,person_plays_position_in_sport,duboderase,clean,,,,0.0,,,,0
Dubore Technologies,1,company_ceo,duboretechnologies,clean,,,,0.0,,,,0
Dubu Desira,1,person_plays_instrument,dubudesira,clean,,,,0.0,,,,0
Dubu-05609,1,star_constellation,dubu05609,clean,,,,0.0,,,,0
Duda-53385,1,star_constellation,duda53385,clean,,,,0.0,,,,0
Dude Dedubu,1,person_plays_position_in_sport,dudededubu,clean,,,,0.0,,,,0
Dude Deduka,1,person_plays_instrument,dudededuka,clean,,,,0.0,,,,0
Dudebo Labs,1,company_ceo,dudebolabs,clean,,,,0.0,,,,0
Dudesi Technologies,1,company_hq,dudesitechnologies,clean,,,,0.0,,,,0
Dudi Deleda,1,person_occupation,dudideleda,clean,,,,0.0,,,,0
Dudi Delere,1,person_university,dudidelere,clean,,,,0.0,,,,0
Dudi Delese,1,person_plays_instrument,dudidelese,clean,,,,0.0,,,,0
Dudo Derora,1,person_plays_instrument,dudoderora,clean,,,,0.0,,,,0
Dudo Derore,1,person_occupation,dudoderore,clean,,,,0.0,,,,0
Dudote Tower,1,landmark_on_continent,dudotetower,clean,,,,0.0,,,,0
Dudu Detaku,1,person_father,dududetaku,clean,,,,0.0,,,,0
Duduta Partners,1,company_hq,dudutapartners,clean,,,,0.0,,,,0
Duka Dedale,1,person_mother,dukadedale,clean,,,,0.0,,,,0
Duka Dedari,1,person_plays_position_in_sport,dukadedari,clean,,,,0.0,,,,0
Dukala Labs,1,company_ceo,dukalalabs,clean,,,,0.0,,,,0
Dukara Plaza,1,landmark_in_country,dukaraplaza,clean,,,,0.0,,,,0
Dukase Corp,1,company_hq,dukasecorp,clean,,,,0.0,,,,0
Duke Dekido,1,person_university,dukedekido,clean,,,,0.0,,,,0
Dukebe Group,1,company_ceo,dukebegroup,clean,,,,0.0,,,,0
Dukesu Systems,1,company_ceo,dukesusystems,clean,,,,0.0,,,,0
Duketa Labs,1,company_hq,duketalabs,clean,,,,0.0,,,,0
Dukilo Bridge,1,landmark_on_continent,dukilobridge,clean,,,,0.0,,,,0
Dukite Group,1,company_hq,dukitegroup,clean,,,,0.0,,,,0
Duko Desele,1,person_mother,dukodesele,clean,,,,0.0,,,,0
Duko Desesa,1,person_plays_instrument,dukodesesa,clean,,,,0.0,,,,0
Dukoda Museum,1,landmark_on_continent,dukodamuseum,clean,,,,0.0,,,,0
Dukoko Engine,1,product_by_company,dukokoengine,clean,,,,0.0,,,,0
Duku Debele,1,person_university,dukudebele,clean,,,,0.0,,,,0
Dula Dedoku,1,person_occupation,duladedoku,clean,,,,0.0,,,,0
Dulabo Technologies,1,company_hq,dulabotechnologies,clean,,,,0.0,,,,0
Dulasu Corp,1,company_hq,dulasucorp,clean,,,,0.0,,,,0
Dule Delado,1,person_plays_pro_sport,duledelado,clean,,,,0.0,,,,0
Dule Delaka,1,person_mother,duledelaka,clean,,,,0.0,,,,0
Dule Delate,1,person_plays_instrument,duledelate,clean,,,,0.0,,,,0
Duledu Labs,1,company_ceo,duledulabs,clean,,,,0.0,,,,0
Duli-16809,1,star_constellation,duli16809,clean,,,,0.0,,,,0
Dulo Desubo,1,person_plays_position_in_sport,dulodesubo,clean,,,,0.0,,,,0
Dulo Desubu,1,person_father,dulodesubu,clean,,,,0.0,,,,0
Dulo Desuki,1,person_father,dulodesuki,clean,,,,0.0,,,,0
Dulu Debudu,1,person_mother,duludebudu,clean,,,,0.0,,,,0
Dulu Debuta,1,person_father,duludebuta,clean,,,,0.0,,,,0
Dura Dekete,1,person_plays_pro_sport,duradekete,clean,,,,0.0,,,,0
Durado Group,1,company_ceo,duradogroup,clean,,,,0.0,,,,0
Duro Debara,1,person_occupation,durodebara,clean,,,,0.0,,,,0
Duro-47145,1,star_constellation,duro47145,clean,,,,0.0,,,,0
Durodu Bridge,1,landmark_on_continent,durodubridge,clean,,,,0.0,,,,0
Durosa Bridge,1,landmark_on_continent,durosabridge,clean,,,,0.0,,,,0
Durosi Holdings,1,company_ceo,durosiholdings,clean,,,,0.0,,,,0
Duru Dedila,1,person_plays_position_in_sport,durudedila,clean,,,,0.0,,,,0
Duruda App,1,product_by_company,durudaapp,clean,,,,0.0,,,,0
Duruta Suite,1,product_by_company,durutasuite,clean,,,,0.0,,,,0
Dusa Dekubu,1,person_mother,dusadekubu,clean,,,,0.0,,,,0
Dusa Dekulu,2,person_plays_pro_sport|person_university,dusadekulu,clean,,,,0.0,,,,0
Dusa-24489,1,star_constellation,dusa24489,clean,,,,0.0,,,,0
Duse-74313,1,star_constellation,duse74313,clean,,,,0.0,,,,0
Dusi-99081,1,star_constellation,dusi99081,clean,,,,0.0,,,,0
Dusibo Corp,1,company_hq,dusibocorp,clean,,,,0.0,,,,0
Duso Debodi,1,person_occupation,dusodebodi,clean,,,,0.0,,,,0
Dusola Hall,1,landmark_on_continent,dusolahall,clean,,,,0.0,,,,0
Dusu Dekara,1,person_university,dusudekara,clean,,,,0.0,,,,0
Dusuki Park,1,landmark_in_country,dusukipark,clean,,,,0.0,,,,0
Dusuku Toolkit,1,product_by_company,dusukutoolkit,clean,,,,0.0,,,,0
Duta Delida,1,person_occupation,dutadelida,clean,,,,0.0,,,,0
Dutala Gadget,1,product_by_company,dutalagadget,clean,,,,0.0,,,,0
Dute Deruri,1,person_occupation,dutederuri,clean,,,,0.0,,,,0
Dutebu Technologies,1,company_hq,dutebutechnologies,clean,,,,0.0,,,,0
Kaba Korade,1,person_father,kabakorade,clean,,,,0.0,,,,0
Kaba Koraka,1,person_plays_position_in_sport,kabakoraka,clean,,,,0.0,,,,0
Kaba Korala,1,person_occupation,kabakorala,clean,,,,0.0,,,,0
Kababo Monument,1,landmark_on_continent,kababomonument,clean,,,,0.0,,,,0
Kabe Kosibo,1,person_plays_pro_sport,kabekosibo,clean,,,,0.0,,,,0
Kabeso Suite,1,product_by_company,kabesosuite,clean,,,,0.0,,,,0
Kabi Kobiri,1,person_occupation,kabikobiri,clean,,,,0.0,,,,0
Kabilo Group,1,company_ceo,kabilogroup,clean,,,,0.0,,,,0
Kabore Plaza,1,landmark_in_country,kaboreplaza,clean,,,,0.0,,,,0
Kada Koroke,1,person_father,kadakoroke,clean,,,,0.0,,,,0
Kade Kotabi,1,person_plays_instrument,kadekotabi,clean,,,,0.0,,,,0
Kade Kotada,1,person_plays_position_in_sport,kadekotada,clean,,,,0.0,,,,0
Kade Kotaru,1,person_mother,kadekotaru,clean,,,,0.0,,,,0
Kadiba Partners,1,company_hq,kadibapartners,clean,,,,0.0,,,,0
Kado Kokili,1,person_plays_instrument,kadokokili,clean,,,,0.0,,,,0
Kado Kokiro,1,person_occupation,kadokokiro,clean,,,,0.0,,,,0
Kado Kokise,1,person_plays_position_in_sport,kadokokise,clean,,,,0.0,,,,0
Kado Kokita,1,person_mother,kadokokita,clean,,,,0.0,,,,0
Kadote Bridge,1,landmark_in_country,kadotebridge,clean,,,,0.0,,,,0
Kadu Koluda,1,person_plays_instrument,kadukoluda,clean,,,,0.0,,,,0
Kadu Koluki,1,person_plays_position_in_sport,kadukoluki,clean,,,,0.0,,,,0
Kaduse Holdings,1,company_ceo,kaduseholdings,clean,,,,0.0,,,,0
Kadusi Monument,1,landmark_in_country,kadusimonument,clean,,,,0.0,,,,0
Kaka Kosebu,1,person_occupation,kakakosebu,clean,,,,0.0,,,,0
Kaka Koseko,1,person_plays_pro_sport,kakakoseko,clean,,,,0.0,,,,0
Kaka Kosele,1,person_father,kakakosele,clean,,,,0.0,,,,0
Kaka Koselu,1,person_plays_position_in_sport,kakakoselu,clean,,,,0.0,,,,0
Kake Kobebi,1,person_plays_position_in_sport,kakekobebi,clean,,,,0.0,,,,0
Kake Kobesu,1,person_father,kakekobesu,clean,,,,0.0,,,,0
Kakedu Hall,1,landmark_on_continent,kakeduhall,clean,,,,0.0,,,,0
Kaki Kodobu,1,person_plays_instrument,kakikodobu,clean,,,,0.0,,,,0
Kaki Kododo,1,person_mother,kakikododo,clean,,,,0.0,,,,0
Kakiru Toolkit,1,product_by_company,kakirutoolkit,clean,,,,0.0,,,,0
Kako-92618,1,star_constellation,kako92618,clean,,,,0.0,,,,0
Kakolu Technologies,1,company_ceo,kakolutechnologies,clean,,,,0.0,,,,0
Kaku Koriku,1,person_plays_position_in_sport,kakukoriku,clean,,,,0.0,,,,0
Kaku Korisa,1,person_plays_position_in_sport,kakukorisa,clean,,,,0.0,,,,0
Kaku-67690,1,star_constellation,kaku67690,clean,,,,0.0,,,,0
Kakulo Monument,1,landmark_on_continent,kakulomonument,clean,,,,0.0,,,,0
Kala Kosuba,1,person_occupation,kalakosuba,clean,,,,0.0,,,,0
Kala Kosuku,1,person_plays_position_in_sport,kalakosuku,clean,,,,0.0,,,,0
Kala Kosuro,1,person_university,kalakosuro,clean,,,,0.0,,,,0
Kalaki Technologies,1,company_hq,kalakitechnologies,clean,,,,0.0,,,,0
Kale-55594,1,star_constellation,kale55594,clean,,,,0.0,,,,0
Kali Kokero,1,person_mother,kalikokero,clean,,,,0.0,,,,0
Kalo Kolole,1,person_university,kalokolole,clean,,,,0.0,,,,0
Kalu Kosaso,1,person_occupation,kalukosaso,clean,,,,0.0,,,,0
Kaluka Technologies,1,company_hq,kalukatechnologies,clean,,,,0.0,,,,0
Kara Kobaba,1,person_occupation,karakobaba,clean,,,,0.0,,,,0
Kara Kobabo,1,person_father,karakobabo,clean,,,,0.0,,,,0
Karalo Technologies,1,company_ceo,karalotechnologies,clean,,,,0.0,,,,0
Karasa Tower,1,landmark_in_country,karasatower,clean,,,,0.0,,,,0
Karase Partners,1,company_hq,karasepartners,clean,,,,0.0,,,,0
Kare Kodibu,1,person_plays_position_in_sport,karekodibu,clean,,,,0.0,,,,0
Kare Kodiki,1,person_plays_instrument,karekodiki,clean,,,,0.0,,,,0
Kari Kokubo,1,person_mother,karikokubo,clean,,,,0.0,,,,0
Kari Kokute,1,person_occupation,karikokute,clean,,,,0.0,,,,0
Kariru Museum,1,landmark_on_continent,karirumuseum,clean,,,,0.0,,,,0
Karori Device,1,product_by_company,karoridevice,clean,,,,0.0,,,,0
Karote Plaza,1,landmark_on_continent,karoteplaza,clean,,,,0.0,,,,0
Karu Kosoba,1,person_university,karukosoba,clean,,,,0.0,,,,0
Karu Kosori,1,person_plays_instrument,karukosori,clean,,,,0.0,,,,0
Karude Park,1,landmark_in_country,karudepark,clean,,,,0.0,,,,0
Karuli Hall,1,landmark_on_continent,karulihall,clean,,,,0.0,,,,0
Karulo Labs,1,company_ceo,karulolabs,clean,,,,0.0,,,,0
Kasa Koboso,1,person_occupation,kasakoboso,clean,,,,0.0,,,,0
Kasake Hall,1,landmark_in_country,kasakehall,clean,,,,0.0,,,,0
Kasake Museum,1,landmark_on_continent,kasakemuseum,clean,,,,0.0,,,,0
Kasaki Holdings,1,company_ceo,kasakiholdings,clean,,,,0.0,,,,0
Kase Kokalo,1,person_father,kasekokalo,clean,,,,0.0,,,,0
Kase Kokata,1,person_plays_pro_sport,kasekokata,clean,,,,0.0,,,,0
Kaseso Gadget,1,product_by_company,kasesogadget,clean,,,,0.0,,,,0
Kasi Kolita,1,person_university,kasikolita,clean,,,,0.0,,,,0
Kasi-83722,1,star_constellation,kasi83722,clean,,,,0.0,,,,0
Kaso Korusa,1,person_father,kasokorusa,clean,,,,0.0,,,,0
Kaso Koruse,1,person_mother,kasokoruse,clean,,,,0.0,,,,0
Kasu Kotebo,1,person_occupation,kasukotebo,clean,,,,0.0,,,,0
Kasu Kotedi,1,person_plays_pro_sport,kasukotedi,clean,,,,0.0,,,,0
Kasu Kotesi,1,person_occupation,kasukotesi,clean,,,,0.0,,,,0
Kata Kodeka,1,person_mother,katakodeka,clean,,,,0.0,,,,0
Kate Kokobu,1,person_plays_instrument,katekokobu,clean,,,,0.0,,,,0
Kate Kokoda,1,person_occupation,katekokoda,clean,,,,0.0,,,,0
Kate Kokoki,1,person_plays_instrument,katekokoki,clean,,,,0.0,,,,0
Kateda Monument,1,landmark_on_continent,katedamonument,clean,,,,0.0,,,,0
Katela Device,1,product_by_company,kateladevice,clean,,,,0.0,,,,0
Katere Monument,1,landmark_in_country,kateremonument,clean,,,,0.0,,,,0
Keba Radubo,1,person_father,kebaradubo,clean,,,,0.0,,,,0
Kebada Partners,1,company_ceo,kebadapartners,clean,,,,0.0,,,,0
Kebalo Bridge,1,landmark_on_continent,kebalobridge,clean,,,,0.0,,,,0
Kebe Raleri,1,person_occupation,keberaleri,clean,,,,0.0,,,,0
Kebidi Holdings,1,company_hq,kebidiholdings,clean,,,,0.0,,,,0
Kebo Ratasa,1,person_plays_instrument,keboratasa,clean,,,,0.0,,,,0
Kebodo Bridge,1,landmark_on_continent,kebodobridge,clean,,,,0.0,,,,0
Kebola Systems,1,company_ceo,kebolasystems,clean,,,,0.0,,,,0
Keboro Corp,1,company_hq,keborocorp,clean,,,,0.0,,,,0
Kebu Radali,1,person_plays_pro_sport,keburadali,clean,,,,0.0,,,,0
Keda Rakili,1,person_university,kedarakili,clean,,,,0.0,,,,0
Keda Rakilo,1,person_father,kedarakilo,clean,,,,0.0,,,,0
Keda Rakise,1,person_plays_pro_sport,kedarakise,clean,,,,0.0,,,,0
Kedaku Hall,1,landmark_in_country,kedakuhall,clean,,,,0.0,,,,0
Kedasu Platform,1,product_by_company,kedasuplatform,clean,,,,0.0,,,,0
Kedeku Suite,1,product_by_company,kedekusuite,clean,,,,0.0,,,,0
Kedi Rasede,1,person_plays_instrument,kedirasede,clean,,,,0.0,,,,0
Kedida Device,1,product_by_company,kedidadevice,clean,,,,0.0,,,,0
Kedo Rabebu,1,person_plays_pro_sport,kedorabebu,clean,,,,0.0,,,,0
Keka Ralare,1,person_plays_instrument,kekaralare,clean,,,,0.0,,,,0
Keka-54603,1,star_constellation,keka54603,clean,,,,0.0,,,,0
Kekadi Plaza,1,landmark_in_country,kekadiplaza,clean,,,,0.0,,,,0
Kekasi Corp,1,company_hq,kekasicorp,clean,,,,0.0,,,,0
Keki Rasuke,1,person_plays_instrument,kekirasuke,clean,,,,0.0,,,,0
Keki Rasuli,1,person_father,kekirasuli,clean,,,,0.0,,,,0
Keki Rasulo,1,person_plays_pro_sport,kekirasulo,clean,,,,0.0,,,,0
Keki Rasura,1,person_plays_pro_sport,kekirasura,clean,,,,0.0,,,,0
Kekilo Partners,1,company_ceo,kekilopartners,clean,,,,0.0,,,,0
Kekiru Museum,1,landmark_on_continent,kekirumuseum,clean,,,,0.0,,,,0
Keko Rabuki,1,person_occupation,kekorabuki,clean,,,,0.0,,,,0
Keko Rabula,1,person_plays_pro_sport,kekorabula,clean,,,,0.0,,,,0
Keko Rabule,1,person_plays_instrument,kekorabule,clean,,,,0.0,,,,0
Keko Rabure,2,person_plays_position_in_sport|person_plays_pro_sport,kekorabure,clean,,,,0.0,,,,0
Keku Rakela,1,person_university,kekurakela,clean,,,,0.0,,,,0
Keku Rakese,1,person_occupation,kekurakese,clean,,,,0.0,,,,0
Keladi Monument,1,landmark_in_country,keladimonument,clean,,,,0.0,,,,0
Kelake Suite,1,product_by_company,kelakesuite,clean,,,,0.0,,,,0
Kelare Suite,1,product_by_company,kelaresuite,clean,,,,0.0,,,,0
Keleba Museum,1,landmark_in_country,kelebamuseum,clean,,,,0.0,,,,0
Keleli Partners,1,company_hq,kelelipartners,clean,,,,0.0,,,,0
Keli Rababe,1,person_plays_instrument,kelirababe,clean,,,,0.0,,,,0
Keli Rabadu,1,person_mother,kelirabadu,clean,,,,0.0,,,,0
Kelo Radira,1,person_plays_position_in_sport,keloradira,clean,,,,0.0,,,,0
Kelo Radiru,1,person_father,keloradiru,clean,,,,0.0,,,,0
Kelola Technologies,1,company_hq,kelolatechnologies,clean,,,,0.0,,,,0
Kelori Monument,1,landmark_in_country,kelorimonument,clean,,,,0.0,,,,0
Kelu Rakuki,1,person_plays_pro_sport,kelurakuki,clean,,,,0.0,,,,0
Keluta Holdings,1,company_hq,kelutaholdings,clean,,,,0.0,,,,0
Kera Raresa,1,person_plays_instrument,kerararesa,clean,,,,0.0,,,,0
Kere Rasodo,1,person_university,kererasodo,clean,,,,0.0,,,,0
Kerebo Plaza,1,landmark_on_continent,kereboplaza,clean,,,,0.0,,,,0
Keri Rabobu,1,person_mother,kerirabobu,clean,,,,0.0,,,,0
Keri Raboke,1,person_plays_instrument,keriraboke,clean,,,,0.0,,,,0
Keri Rabolu,1,person_occupation,kerirabolu,clean,,,,0.0,,,,0
Keri Rabori,1,person_university,kerirabori,clean,,,,0.0,,,,0
Keriba Hall,1,landmark_in_country,keribahall,clean,,,,0.0,,,,0
Kerisa Group,1,company_hq,kerisagroup,clean,,,,0.0,,,,0
Kero Rakalu,1,person_mother,kerorakalu,clean,,,,0.0,,,,0
Kerosu Engine,1,product_by_company,kerosuengine,clean,,,,0.0,,,,0
Kerosu Partners,1,company_ceo,kerosupartners,clean,,,,0.0,,,,0
Keru Raliku,1,person_plays_position_in_sport,keruraliku,clean,,,,0.0,,,,0
Kese Ratebe,1,person_university,keseratebe,clean,,,,0.0,,,,0
Kesiba Partners,1,company_hq,kesibapartners,clean,,,,0.0,,,,0
Kesibo Platform,1,product_by_company,kesiboplatform,clean,,,,0.0,,,,0
Keso Rakodi,1,person_plays_position_in_sport,kesorakodi,clean,,,,0.0,,,,0
Keso Rakole,1,person_university,kesorakole,clean,,,,0.0,,,,0
Kesu Rarabi,1,person_plays_instrument,kesurarabi,clean,,,,0.0,,,,0
Keta Rasila,1,person_plays_pro_sport,ketarasila,clean,,,,0.0,,,,0
Keta Rasiso,1,person_occupation,ketarasiso,clean,,,,0.0,,,,0
Kete Rabibe,1,person_occupation,keterabibe,clean,,,,0.0,,,,0
Kete Rabile,1,person_father,keterabile,clean,,,,0.0,,,,0
Kibebo Partners,1,company_hq,kibebopartners,clean,,,,0.0,,,,0
Kibo Siluda,1,person_university,kibosiluda,clean,,,,0.0,,,,0
Kibobo Park,1,landmark_on_continent,kibobopark,clean,,,,0.0,,,,0
Kibota Plaza,1,landmark_in_country,kibotaplaza,clean,,,,0.0,,,,0
Kibu Siseso,1,person_plays_position_in_sport,kibusiseso,clean,,,,0.0,,,,0
Kibudi Gadget,1,product_by_company,kibudigadget,clean,,,,0.0,,,,0
Kida Sibebe,1,person_university,kidasibebe,clean,,,,0.0,,,,0
Kida Sibeka,1,person_mother,kidasibeka,clean,,,,0.0,,,,0
Kida Siberu,1,person_plays_pro_sport,kidasiberu,clean,,,,0.0,,,,0
Kida-75500,1,star_constellation,kida75500,clean,,,,0.0,,,,0
Kide Sidola,1,person_plays_position_in_sport,kidesidola,clean,,,,0.0,,,,0
Kide Sidolu,1,person_plays_instrument,kidesidolu,clean,,,,0.0,,,,0
Kide Sidosu,1,person_father,kidesidosu,clean,,,,0.0,,,,0
Kidese Park,1,landmark_on_continent,kidesepark,clean,,,,0.0,,,,0
Kido Siribu,1,person_father,kidosiribu,clean,,,,0.0,,,,0
Kidura Museum,1,landmark_on_continent,kiduramuseum,clean,,,,0.0,,,,0
Kiduso Hall,1,landmark_in_country,kidusohall,clean,,,,0.0,,,,0
Kika Sibubi,1,person_occupation,kikasibubi,clean,,,,0.0,,,,0
Kika Sibudu,1,person_plays_position_in_sport,kikasibudu,clean,,,,0.0,,,,0
Kika Sibuso,1,person_father,kikasibuso,clean,,,,0.0,,,,0
